Subscription ID,Household Income,Home Ownership,Children,Year Of Residence,Age Range,Recruitment Channel,Subscriber
180424923,"Under $20,000",OWNER,N,19,70-74,Website,NO
180550044,"$  50,000 - $99,999",OWNER,N,2,24 years or less,DirectMarketing,NO
180424823,"$  20,000 - $49,999",OWNER,N,20,60-64,DirectMarketing,NO
181217225,"$  20,000 - $49,999",OWNER,Y,6,45-49,DirectMarketing,YES
170227800,"$400,000 - $499,999",OWNER,N,18,60-64,DirectMarketing,NO
181545409,"$  20,000 - $49,999",RENTER,N,2,35-39,Website,YES
170148420,"$  50,000 - $99,999",OWNER,Y,11,70-74,DirectMarketing,YES
180343585,"$100,000 - $199,999",OWNER,Y,17,45-49,Website,NO
170302679,"$100,000 - $199,999",OWNER,Y,38,75 years or more,DirectMarketing,NO
180706961,"$100,000 - $199,999",OWNER,N,12,50-54,DirectMarketing,NO
180657545,"$  20,000 - $49,999",OWNER,Y,9,70-74,DirectMarketing,NO
180440707,"$100,000 - $199,999",OWNER,N,21,45-49,Website,NO
160172828,"$300,000 - $399,999",OWNER,N,40,70-74,DirectMarketing,NO
130302976,"$  20,000 - $49,999",RENTER,N,4,24 years or less,DirectMarketing,NO
170494122,"$  50,000 - $99,999",RENTER,N,8,45-49,DirectMarketing,NO
180664925,"$  20,000 - $49,999",OWNER,N,23,75 years or more,DirectMarketing,NO
180564902,"$  50,000 - $99,999",OWNER,N,23,75 years or more,DirectMarketing,NO
180588131,"$  50,000 - $99,999",OWNER,N,12,55-59,Website,NO
181372764,"Under $20,000",RENTER,N,6,45-49,Website,NO
160111151,"$  20,000 - $49,999",RENTER,N,7,40-44,Website,NO
180308560,"Under $20,000",RENTER,N,7,45-49,DirectMarketing,NO
180465483,"Under $20,000",RENTER,N,14,45-49,Website,NO
180447711,"$  50,000 - $99,999",OWNER,N,2,35-39,DirectMarketing,NO
120610695,"$300,000 - $399,999",OWNER,N,6,50-54,DirectMarketing,YES
180365079,"$  20,000 - $49,999",RENTER,N,3,45-49,Website,YES
180583652,"$  50,000 - $99,999",RENTER,N,1,25-29,Website,NO
181509443,"$  20,000 - $49,999",OWNER,N,1,65-69,Website,NO
180312906,"$  50,000 - $99,999",OWNER,N,2,60-64,DirectMarketing,NO
180306255,"$400,000 - $499,999",OWNER,N,16,55-59,DirectMarketing,NO
180603328,"$  20,000 - $49,999",OWNER,N,28,75 years or more,DirectMarketing,NO
140210836,"$100,000 - $199,999",OWNER,N,22,55-59,DirectMarketing,YES
180340545,"$100,000 - $199,999",OWNER,Y,11,40-44,DirectMarketing,NO
120313083,"Under $20,000",OWNER,N,13,75 years or more,DirectMarketing,NO
180712339,"Under $20,000",RENTER,N,1,40-44,DirectMarketing,NO
180645003,"$100,000 - $199,999",OWNER,Y,15,75 years or more,DirectMarketing,NO
130275998,"$  50,000 - $99,999",OWNER,N,6,55-59,Website,NO
110160132,"$300,000 - $399,999",OWNER,Y,37,65-69,DirectMarketing,YES
180488617,"$  20,000 - $49,999",OWNER,Y,14,55-59,DirectMarketing,NO
181447624,"Under $20,000",RENTER,N,6,40-44,Website,YES
181462918,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
130526668,"$100,000 - $199,999",OWNER,N,20,30-34,Website,NO
180680584,"$100,000 - $199,999",OWNER,N,38,60-64,DirectMarketing,YES
140161598,"$300,000 - $399,999",OWNER,Y,19,55-59,DirectMarketing,NO
160333884,"$  50,000 - $99,999",OWNER,N,21,50-54,DirectMarketing,NO
170067178,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,NO
130179685,"Under $20,000",RENTER,N,2,25-29,DirectMarketing,NO
120309149,"$  50,000 - $99,999",OWNER,N,52,75 years or more,Website,NO
180161915,"$  20,000 - $49,999",OWNER,Y,18,45-49,Website,NO
181553686,"$  50,000 - $99,999",OWNER,N,20,60-64,Website,YES
170577898,"$100,000 - $199,999",OWNER,N,37,60-64,DirectMarketing,YES
180619924,"$  20,000 - $49,999",OWNER,N,32,65-69,DirectMarketing,NO
180563214,"$  50,000 - $99,999",OWNER,N,4,40-44,DirectMarketing,NO
160124689,"$100,000 - $199,999",OWNER,Y,48,55-59,DirectMarketing,YES
120607307,"$  20,000 - $49,999",RENTER,N,1,25-29,DirectMarketing,NO
140069065,"$  50,000 - $99,999",OWNER,N,52,75 years or more,DirectMarketing,YES
180494789,"$  50,000 - $99,999",OWNER,N,42,75 years or more,DirectMarketing,NO
110240793,"$  50,000 - $99,999",OWNER,N,28,75 years or more,DirectMarketing,NO
180617842,"$  50,000 - $99,999",OWNER,N,15,55-59,DirectMarketing,NO
170547315,"Under $20,000",RENTER,N,2,30-34,DirectMarketing,NO
130441751,"Under $20,000",RENTER,N,4,50-54,DirectMarketing,NO
160113083,"$100,000 - $199,999",OWNER,Y,16,50-54,DirectMarketing,NO
180536426,"Under $20,000",OWNER,N,21,55-59,DirectMarketing,YES
120076266,"$  50,000 - $99,999",OWNER,N,2,30-34,DirectMarketing,NO
181303241,"$  50,000 - $99,999",OWNER,N,17,55-59,DirectMarketing,NO
150471573,"Under $20,000",RENTER,N,1,24 years or less,DirectMarketing,NO
140514685,"$  50,000 - $99,999",OWNER,N,7,40-44,DirectMarketing,NO
170036203,"$  50,000 - $99,999",OWNER,N,5,25-29,DirectMarketing,NO
180298170,"$  20,000 - $49,999",OWNER,N,8,40-44,Website,YES
180208710,"$  20,000 - $49,999",RENTER,N,8,24 years or less,DirectMarketing,NO
181196133,"$  20,000 - $49,999",RENTER,N,3,40-44,DirectMarketing,YES
180222306,"$100,000 - $199,999",OWNER,N,10,55-59,DirectMarketing,YES
180533961,"$  20,000 - $49,999",OWNER,N,5,25-29,Website,NO
180336711,"$  50,000 - $99,999",OWNER,N,20,55-59,DirectMarketing,NO
180427382,"$  50,000 - $99,999",OWNER,N,32,60-64,DirectMarketing,NO
160600990,"$  50,000 - $99,999",OWNER,N,20,55-59,DirectMarketing,NO
180072146,"$  50,000 - $99,999",OWNER,N,37,75 years or more,DirectMarketing,YES
180389536,"$  50,000 - $99,999",OWNER,N,4,55-59,DirectMarketing,NO
110154161,"$500,000 Plus",OWNER,N,27,70-74,DirectMarketing,NO
150452785,"$100,000 - $199,999",OWNER,N,21,50-54,DirectMarketing,NO
180303102,"$  50,000 - $99,999",RENTER,N,12,75 years or more,DirectMarketing,YES
181189342,"$  20,000 - $49,999",OWNER,N,1,30-34,DirectMarketing,YES
120017102,"$  50,000 - $99,999",OWNER,N,35,55-59,DirectMarketing,NO
150234000,"$200,000 - $299,999",OWNER,N,38,75 years or more,DirectMarketing,NO
180189781,"Under $20,000",RENTER,N,3,75 years or more,Website,NO
180567395,"$100,000 - $199,999",OWNER,N,4,35-39,DirectMarketing,NO
140514958,"$100,000 - $199,999",OWNER,N,41,70-74,DirectMarketing,YES
180296051,"$  20,000 - $49,999",RENTER,N,4,70-74,DirectMarketing,NO
180474662,"$  20,000 - $49,999",OWNER,N,39,75 years or more,DirectMarketing,NO
180705617,"$  50,000 - $99,999",OWNER,N,2,65-69,DirectMarketing,NO
170599997,"$  50,000 - $99,999",OWNER,N,4,35-39,Website,NO
180593406,"$  20,000 - $49,999",RENTER,N,2,60-64,DirectMarketing,NO
180161011,"$  20,000 - $49,999",OWNER,Y,33,65-69,Website,NO
180436483,"Under $20,000",RENTER,N,6,45-49,DirectMarketing,NO
181305868,"$  50,000 - $99,999",OWNER,N,22,75 years or more,DirectMarketing,NO
180680162,"$100,000 - $199,999",OWNER,Y,7,50-54,DirectMarketing,NO
181322563,"$100,000 - $199,999",OWNER,N,8,45-49,DirectMarketing,NO
180377221,"$  50,000 - $99,999",RENTER,N,2,50-54,DirectMarketing,NO
170568651,"$  50,000 - $99,999",OWNER,Y,12,45-49,Website,NO
110221774,"$100,000 - $199,999",OWNER,N,46,75 years or more,DirectMarketing,YES
180323363,"$  20,000 - $49,999",OWNER,N,17,50-54,DirectMarketing,NO
140103239,"$  50,000 - $99,999",OWNER,Y,37,55-59,DirectMarketing,YES
180371501,"$100,000 - $199,999",OWNER,N,6,50-54,DirectMarketing,NO
110068684,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,YES
180573731,"$  20,000 - $49,999",RENTER,N,1,45-49,Website,NO
180438808,"$  50,000 - $99,999",OWNER,N,6,55-59,DirectMarketing,NO
130020204,"$100,000 - $199,999",OWNER,Y,28,50-54,DirectMarketing,NO
180444593,"$  50,000 - $99,999",RENTER,Y,6,25-29,Website,NO
180294287,"$  50,000 - $99,999",OWNER,Y,12,30-34,DirectMarketing,NO
180390021,"$100,000 - $199,999",OWNER,Y,20,45-49,DirectMarketing,NO
180603725,"$  50,000 - $99,999",OWNER,N,22,70-74,Website,NO
110028119,"$  50,000 - $99,999",OWNER,N,23,70-74,DirectMarketing,NO
180655621,"$  50,000 - $99,999",OWNER,N,38,70-74,DirectMarketing,NO
180347656,"$  50,000 - $99,999",OWNER,N,2,25-29,DirectMarketing,NO
150337796,"Under $20,000",RENTER,N,8,65-69,Website,NO
180604128,"$100,000 - $199,999",OWNER,Y,1,40-44,DirectMarketing,NO
160404577,"$  50,000 - $99,999",OWNER,N,28,55-59,DirectMarketing,NO
150547075,"$  50,000 - $99,999",OWNER,N,28,55-59,DirectMarketing,NO
150488093,"$100,000 - $199,999",OWNER,N,20,60-64,Website,NO
150016202,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,NO
120101438,"$  20,000 - $49,999",OWNER,N,18,55-59,DirectMarketing,YES
120188476,"$  50,000 - $99,999",OWNER,N,15,70-74,DirectMarketing,NO
110025298,"$100,000 - $199,999",OWNER,Y,20,50-54,DirectMarketing,NO
181210967,"Under $20,000",RENTER,N,4,25-29,Website,NO
181180640,"$100,000 - $199,999",OWNER,Y,10,45-49,DirectMarketing,NO
181357470,"$100,000 - $199,999",OWNER,N,3,35-39,Website,NO
181343543,"$100,000 - $199,999",OWNER,N,12,50-54,DirectMarketing,YES
180678132,"Under $20,000",RENTER,N,2,30-34,DirectMarketing,NO
180518675,"$100,000 - $199,999",OWNER,N,18,60-64,DirectMarketing,YES
180545496,"Under $20,000",RENTER,N,4,45-49,DirectMarketing,NO
130133989,"$  50,000 - $99,999",OWNER,N,5,65-69,DirectMarketing,YES
180677395,"$  50,000 - $99,999",OWNER,Y,9,50-54,DirectMarketing,NO
160420866,"$  50,000 - $99,999",OWNER,N,21,60-64,Website,NO
170318702,"Under $20,000",RENTER,N,1,25-29,Website,NO
170352680,"$  20,000 - $49,999",OWNER,N,1,24 years or less,DirectMarketing,NO
180573766,"$  50,000 - $99,999",OWNER,N,8,60-64,DirectMarketing,NO
140276139,"$  20,000 - $49,999",RENTER,N,2,45-49,Website,NO
180294793,"$100,000 - $199,999",OWNER,N,42,70-74,DirectMarketing,NO
180434849,"$  50,000 - $99,999",OWNER,N,14,55-59,DirectMarketing,NO
181204498,"$  50,000 - $99,999",OWNER,N,15,45-49,DirectMarketing,NO
170366848,"$  50,000 - $99,999",OWNER,Y,6,45-49,DirectMarketing,NO
180388461,"$  50,000 - $99,999",OWNER,N,9,55-59,DirectMarketing,NO
180387590,"$  20,000 - $49,999",OWNER,Y,15,40-44,DirectMarketing,NO
180518543,"$  50,000 - $99,999",OWNER,N,10,40-44,Website,NO
150037083,"$100,000 - $199,999",OWNER,Y,26,55-59,DirectMarketing,NO
170366386,"$100,000 - $199,999",OWNER,N,12,30-34,DirectMarketing,NO
181336173,"$  50,000 - $99,999",OWNER,N,37,55-59,DirectMarketing,NO
120459971,"$  50,000 - $99,999",OWNER,N,20,50-54,DirectMarketing,NO
130044200,"$  20,000 - $49,999",OWNER,N,6,60-64,DirectMarketing,NO
140222379,"$100,000 - $199,999",OWNER,N,28,55-59,DirectMarketing,NO
181183650,"$100,000 - $199,999",OWNER,Y,13,40-44,DirectMarketing,NO
150263407,"Under $20,000",RENTER,N,10,55-59,Website,NO
150590979,"Under $20,000",RENTER,N,2,75 years or more,DirectMarketing,NO
180387018,"$  50,000 - $99,999",OWNER,N,2,55-59,Website,NO
130360852,"$500,000 Plus",OWNER,N,20,60-64,DirectMarketing,NO
180504191,"$  20,000 - $49,999",OWNER,N,8,45-49,Website,NO
120427183,"$100,000 - $199,999",OWNER,N,8,30-34,DirectMarketing,NO
181257052,"$400,000 - $499,999",OWNER,N,23,50-54,DirectMarketing,YES
180635652,"$  20,000 - $49,999",OWNER,N,14,75 years or more,DirectMarketing,YES
160028705,"$  50,000 - $99,999",OWNER,N,4,75 years or more,DirectMarketing,YES
160033234,"$100,000 - $199,999",OWNER,N,2,45-49,DirectMarketing,YES
180595562,"$200,000 - $299,999",OWNER,N,30,65-69,DirectMarketing,NO
120212815,"$200,000 - $299,999",OWNER,N,30,65-69,DirectMarketing,NO
181185822,"$  50,000 - $99,999",OWNER,N,11,50-54,DirectMarketing,NO
181299503,"$100,000 - $199,999",OWNER,Y,8,40-44,DirectMarketing,NO
150425450,"$100,000 - $199,999",OWNER,N,34,75 years or more,DirectMarketing,NO
160502178,"$100,000 - $199,999",OWNER,N,23,70-74,DirectMarketing,NO
150037279,"$300,000 - $399,999",OWNER,N,20,50-54,DirectMarketing,NO
140047295,"$200,000 - $299,999",OWNER,N,10,50-54,DirectMarketing,NO
180216277,"$  50,000 - $99,999",RENTER,N,1,24 years or less,DirectMarketing,NO
140018728,"$  20,000 - $49,999",OWNER,N,2,45-49,DirectMarketing,NO
180491228,"$200,000 - $299,999",OWNER,N,38,75 years or more,DirectMarketing,YES
181308521,"$100,000 - $199,999",OWNER,N,13,45-49,DirectMarketing,NO
180656457,"$  20,000 - $49,999",RENTER,N,29,50-54,DirectMarketing,NO
130343156,"$100,000 - $199,999",OWNER,N,21,75 years or more,DirectMarketing,NO
130529048,"$  20,000 - $49,999",OWNER,N,6,55-59,Website,NO
180339600,"$  50,000 - $99,999",OWNER,N,3,50-54,Website,NO
181337782,"$  50,000 - $99,999",RENTER,N,12,50-54,Website,NO
180332202,"$  20,000 - $49,999",OWNER,N,10,70-74,DirectMarketing,NO
181272641,"$  20,000 - $49,999",OWNER,N,40,75 years or more,DirectMarketing,NO
140545723,"$100,000 - $199,999",OWNER,N,6,75 years or more,DirectMarketing,NO
150309075,"$  50,000 - $99,999",RENTER,N,1,45-49,DirectMarketing,NO
180533882,"Under $20,000",RENTER,N,6,24 years or less,DirectMarketing,NO
181322964,"$  20,000 - $49,999",OWNER,N,14,65-69,DirectMarketing,NO
110555688,"$  50,000 - $99,999",OWNER,N,23,75 years or more,DirectMarketing,YES
120224029,"$100,000 - $199,999",OWNER,Y,29,65-69,DirectMarketing,NO
120038767,"$  20,000 - $49,999",OWNER,N,40,70-74,DirectMarketing,YES
181141253,"$  50,000 - $99,999",OWNER,N,1,24 years or less,DirectMarketing,NO
180205137,"$  20,000 - $49,999",RENTER,N,9,75 years or more,DirectMarketing,YES
160562854,"Under $20,000",OWNER,N,20,75 years or more,Website,NO
130064598,"Under $20,000",OWNER,N,15,75 years or more,DirectMarketing,NO
180653464,"Under $20,000",RENTER,N,2,40-44,DirectMarketing,NO
180482664,"$100,000 - $199,999",OWNER,N,27,45-49,DirectMarketing,NO
180652997,"$  20,000 - $49,999",RENTER,N,7,50-54,DirectMarketing,NO
150273333,"$100,000 - $199,999",OWNER,N,20,55-59,DirectMarketing,YES
130296046,"Under $20,000",RENTER,Y,4,30-34,Website,NO
181224921,"$  20,000 - $49,999",OWNER,N,2,30-34,DirectMarketing,YES
180663791,"$300,000 - $399,999",OWNER,N,6,25-29,DirectMarketing,NO
181283272,"$100,000 - $199,999",OWNER,N,27,65-69,DirectMarketing,YES
180627370,"Under $20,000",OWNER,N,27,65-69,DirectMarketing,NO
180653768,"$  20,000 - $49,999",OWNER,Y,23,50-54,DirectMarketing,NO
180594339,"$  20,000 - $49,999",OWNER,N,8,40-44,DirectMarketing,NO
181360264,"$  50,000 - $99,999",OWNER,N,4,60-64,DirectMarketing,NO
180605899,"$  50,000 - $99,999",OWNER,N,1,40-44,DirectMarketing,NO
181181844,"Under $20,000",RENTER,N,10,45-49,DirectMarketing,NO
150514728,"$  20,000 - $49,999",OWNER,N,21,55-59,DirectMarketing,NO
180306062,"$  20,000 - $49,999",OWNER,Y,27,60-64,DirectMarketing,NO
181316841,"$  20,000 - $49,999",OWNER,N,4,25-29,Website,NO
130225507,"$  20,000 - $49,999",OWNER,N,21,60-64,DirectMarketing,YES
130238772,"$  50,000 - $99,999",RENTER,N,2,30-34,DirectMarketing,NO
180422483,"Under $20,000",OWNER,N,29,70-74,Website,NO
140434108,"$100,000 - $199,999",OWNER,Y,3,35-39,DirectMarketing,NO
150472266,"$  50,000 - $99,999",OWNER,N,8,65-69,Website,NO
140196045,"$  50,000 - $99,999",OWNER,N,6,50-54,Website,NO
180250410,"$100,000 - $199,999",OWNER,N,1,25-29,Website,NO
180345031,"$  50,000 - $99,999",RENTER,N,4,50-54,Website,NO
181343796,"$100,000 - $199,999",OWNER,Y,20,75 years or more,DirectMarketing,NO
181481843,"Under $20,000",RENTER,N,6,25-29,Website,NO
180462609,"$  20,000 - $49,999",OWNER,Y,9,40-44,DirectMarketing,YES
180486995,"Under $20,000",RENTER,N,12,45-49,Website,NO
180479732,"$  50,000 - $99,999",RENTER,N,13,30-34,Website,NO
130574933,"$  20,000 - $49,999",RENTER,Y,15,40-44,Website,NO
180646667,"$  20,000 - $49,999",RENTER,N,5,25-29,DirectMarketing,NO
180646302,"$  20,000 - $49,999",RENTER,Y,7,35-39,DirectMarketing,NO
181256312,"Under $20,000",RENTER,N,2,40-44,Website,NO
170603133,"$  20,000 - $49,999",RENTER,N,2,45-49,DirectMarketing,NO
180424059,"Under $20,000",RENTER,N,12,50-54,Website,NO
180706740,"$  20,000 - $49,999",OWNER,N,4,70-74,DirectMarketing,NO
130323787,"$  20,000 - $49,999",RENTER,N,5,55-59,DirectMarketing,NO
180764052,"$300,000 - $399,999",OWNER,N,54,65-69,DirectMarketing,NO
140309900,"$  20,000 - $49,999",OWNER,Y,28,55-59,DirectMarketing,NO
181457931,"Under $20,000",RENTER,N,2,35-39,Website,NO
181175947,"$100,000 - $199,999",OWNER,Y,9,50-54,DirectMarketing,NO
180430658,"$  50,000 - $99,999",OWNER,N,21,55-59,Website,NO
180198631,"$100,000 - $199,999",OWNER,N,38,65-69,Website,NO
181405781,"$100,000 - $199,999",OWNER,N,16,55-59,DirectMarketing,YES
181445010,"$  20,000 - $49,999",OWNER,N,8,45-49,Website,YES
170038597,"$  50,000 - $99,999",OWNER,Y,4,55-59,DirectMarketing,NO
180682610,"$  50,000 - $99,999",OWNER,N,5,45-49,DirectMarketing,NO
180616155,"$100,000 - $199,999",OWNER,Y,8,40-44,DirectMarketing,NO
160278878,"$100,000 - $199,999",OWNER,Y,8,40-44,Website,NO
150592022,"$100,000 - $199,999",OWNER,N,23,60-64,DirectMarketing,YES
130588436,"$  20,000 - $49,999",OWNER,N,7,55-59,DirectMarketing,YES
140581157,"$200,000 - $299,999",OWNER,N,44,75 years or more,DirectMarketing,YES
180394165,"$  20,000 - $49,999",OWNER,N,22,70-74,DirectMarketing,NO
180355237,"Under $20,000",OWNER,N,6,24 years or less,Website,NO
181349544,"Under $20,000",RENTER,N,20,60-64,Website,NO
181268966,"Under $20,000",RENTER,N,1,24 years or less,Website,NO
180583522,"$500,000 Plus",OWNER,N,22,65-69,DirectMarketing,NO
180589739,"$  50,000 - $99,999",OWNER,Y,5,40-44,Website,NO
180390239,"$  20,000 - $49,999",OWNER,Y,23,60-64,DirectMarketing,NO
120573777,"$100,000 - $199,999",OWNER,N,8,40-44,DirectMarketing,NO
160575363,"$200,000 - $299,999",OWNER,N,22,55-59,DirectMarketing,NO
180755716,"$200,000 - $299,999",OWNER,Y,19,45-49,DirectMarketing,NO
140116238,"$100,000 - $199,999",OWNER,N,46,75 years or more,DirectMarketing,YES
150167213,"$100,000 - $199,999",OWNER,N,50,75 years or more,DirectMarketing,NO
160244403,"$100,000 - $199,999",OWNER,N,32,75 years or more,Website,NO
180365206,"$300,000 - $399,999",OWNER,Y,19,40-44,DirectMarketing,NO
140273549,"$100,000 - $199,999",OWNER,N,38,70-74,DirectMarketing,NO
150095148,"$  50,000 - $99,999",OWNER,N,43,75 years or more,DirectMarketing,NO
181441239,"$100,000 - $199,999",OWNER,N,46,50-54,Website,YES
130370568,"$  50,000 - $99,999",RENTER,N,1,45-49,DirectMarketing,NO
170365686,"$400,000 - $499,999",OWNER,N,32,70-74,DirectMarketing,NO
181147613,"$100,000 - $199,999",OWNER,N,15,55-59,DirectMarketing,NO
181203041,"$100,000 - $199,999",OWNER,Y,13,40-44,Website,NO
110185045,"$  50,000 - $99,999",OWNER,Y,13,50-54,DirectMarketing,NO
160509990,"$  50,000 - $99,999",OWNER,N,53,75 years or more,DirectMarketing,YES
180620108,"Under $20,000",RENTER,Y,5,35-39,DirectMarketing,NO
180335477,"$  20,000 - $49,999",OWNER,N,29,55-59,Website,NO
180326045,"$100,000 - $199,999",RENTER,N,3,60-64,DirectMarketing,NO
110433972,"$300,000 - $399,999",OWNER,N,20,65-69,DirectMarketing,NO
181211245,"$  50,000 - $99,999",OWNER,N,6,60-64,DirectMarketing,YES
180414439,"Under $20,000",OWNER,N,38,65-69,DirectMarketing,NO
181396605,"$  50,000 - $99,999",OWNER,N,6,45-49,DirectMarketing,NO
160445366,"$100,000 - $199,999",OWNER,N,29,65-69,DirectMarketing,NO
170548617,"$  20,000 - $49,999",RENTER,N,5,35-39,DirectMarketing,NO
180427248,"$  20,000 - $49,999",RENTER,N,5,35-39,DirectMarketing,NO
180644669,"$  20,000 - $49,999",RENTER,N,4,35-39,DirectMarketing,YES
180362320,"$  20,000 - $49,999",OWNER,Y,2,25-29,Website,NO
180509233,"$  50,000 - $99,999",OWNER,N,15,50-54,DirectMarketing,NO
120153385,"$  20,000 - $49,999",OWNER,N,4,40-44,Website,NO
120350463,"$  50,000 - $99,999",RENTER,N,1,35-39,DirectMarketing,NO
180673733,"$  20,000 - $49,999",RENTER,N,8,40-44,Website,NO
160126299,"$500,000 Plus",OWNER,Y,23,65-69,DirectMarketing,NO
180573666,"$100,000 - $199,999",OWNER,N,2,40-44,Website,NO
180383255,"$100,000 - $199,999",OWNER,N,12,40-44,DirectMarketing,YES
170511118,"$  50,000 - $99,999",OWNER,N,18,65-69,DirectMarketing,NO
181539976,"$100,000 - $199,999",OWNER,N,20,70-74,Website,NO
180387582,"$100,000 - $199,999",OWNER,N,20,50-54,DirectMarketing,NO
170233925,"$100,000 - $199,999",OWNER,Y,46,65-69,DirectMarketing,NO
180282030,"$  50,000 - $99,999",RENTER,Y,11,40-44,DirectMarketing,NO
170269877,"$  20,000 - $49,999",RENTER,N,2,40-44,DirectMarketing,NO
140327421,"$  50,000 - $99,999",OWNER,N,43,70-74,DirectMarketing,NO
130067391,"$300,000 - $399,999",OWNER,Y,11,55-59,DirectMarketing,YES
180274425,"$  50,000 - $99,999",OWNER,N,1,35-39,Website,NO
180563331,"$100,000 - $199,999",OWNER,Y,20,55-59,DirectMarketing,NO
181471337,"Under $20,000",OWNER,Y,16,45-49,Website,YES
160147726,"$500,000 Plus",OWNER,Y,15,55-59,DirectMarketing,NO
180288367,"$100,000 - $199,999",OWNER,Y,3,40-44,DirectMarketing,YES
180303435,"$  20,000 - $49,999",OWNER,N,8,45-49,DirectMarketing,NO
130299882,"$100,000 - $199,999",OWNER,N,16,60-64,DirectMarketing,YES
180372927,"$  20,000 - $49,999",RENTER,Y,8,50-54,DirectMarketing,NO
181417427,"$  50,000 - $99,999",OWNER,N,44,75 years or more,DirectMarketing,NO
170554175,"$  50,000 - $99,999",OWNER,N,2,50-54,DirectMarketing,NO
180617800,"$  50,000 - $99,999",OWNER,N,20,50-54,DirectMarketing,NO
120078282,"$100,000 - $199,999",OWNER,Y,2,40-44,DirectMarketing,NO
160382681,"$  20,000 - $49,999",RENTER,N,1,24 years or less,DirectMarketing,NO
160090375,"$  50,000 - $99,999",OWNER,N,9,75 years or more,DirectMarketing,NO
140120333,"$  50,000 - $99,999",RENTER,N,3,50-54,DirectMarketing,NO
